USERR_ID,EVENT_ID,NAME,DOMAIN,DATE,STARTTIME,ENDTIME,LOCATION,TRAINER,CAPACITY,REGISTERED,RESOURCE_LINK,DESCRIPTION,ID,FIRST_NAME,LAST_NAME,EMAIL,GENDER,DESIGNATION,C7
95,7,Data Science Symposium: Innovations & Insights,Data-science,08-04-2023,15:14:00,01:58:00,tardis,Cacilia Castagnet,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,95,Lancelot,Ashworth,lashworth2m@ucoz.com,Male,junior software engineer,4
89,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,89,Stanleigh,Brunt,sbrunt2g@arizona.edu,Male,intern,0
36,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,36,Erny,Divver,edivverz@vimeo.com,Male,consultant,1
52,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,52,Alex,Cathenod,acathenod1f@sourceforge.net,Female,junior software engineer,10
9,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,9,Darnell,Brinkman,dbrinkman8@dmoz.org,Male,consultant,4
16,15,Data Science Symposium: Innovations & Insights,Data-science,28-11-2023,17:51:00,05:51:00,oasis,Bryce Worswick,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,16,Merline,Sirman,msirmanf@blogger.com,Female,intern,7
39,2,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,03-10-2023,20:42:00,03:35:00,aurum,Aurelia Djurkovic,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,39,Gisele,Harbour,gharbour12@github.com,Female,consultant,3
37,28,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,25-04-2024,11:07:00,05:12:00,falcon,Marcus Steanyng,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,37,Amie,Piet,apiet10@weather.com,Female,tribe master,6
94,23,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,31-03-2024,18:53:00,05:39:00,aurum,Darb Chaster,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,94,Beverie,Ruprechter,bruprechter2l@cnbc.com,Non-binary,junior software engineer,5
62,8,Data Science Symposium: Innovations & Insights,Data-science,04-11-2023,10:07:00,09:14:00,falcon,Wilma Marde,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,62,Lorrin,Burchard,lburchard1p@narod.ru,Non-binary,senior software engineer,2
80,30,Databases Roundtable Discussion,Databases,30-10-2023,17:37:00,09:22:00,aurum,Celia Vernham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,80,Arlen,Belward,abelward27@irs.gov,Female,junior software engineer,7
56,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,56,Ric,Chitter,rchitter1j@earthlink.net,Male,tribe master,0
23,25,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,20-04-2023,09:47:00,05:30:00,falcon,Rayna Gillingham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,23,Prudence,Gherardi,pgherardim@slideshare.net,Female,junior software engineer,1
54,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,54,Thayne,Eliasson,teliasson1h@apache.org,Male,intern,5
1,7,Data Science Symposium: Innovations & Insights,Data-science,08-04-2023,15:14:00,01:58:00,tardis,Cacilia Castagnet,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,1,Lolly,Grote,lgrote0@vkontakte.ru,Female,junior software engineer,1
45,23,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,31-03-2024,18:53:00,05:39:00,aurum,Darb Chaster,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,45,Eadmund,Dewett,edewett18@wordpress.com,Male,senior software engineer,10
5,26,Databases Administration Training,Databases,27-12-2023,19:38:00,09:31:00,groot,Twyla Wreak,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,5,Gilly,de Cullip,gdecullip4@jimdo.com,Female,junior software engineer,9
22,19,Databases Administration Training,Databases,23-05-2024,21:49:00,02:58:00,falcon,Rich Kees,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,22,Trula,Biggs,tbiggsl@theguardian.com,Female,junior software engineer,8
41,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,41,Audi,Lingner,alingner14@arizona.edu,Female,tribe master,5
7,17,Data Science Masterclass: Practical Applications,Data-science,26-07-2023,14:59:00,00:46:00,jarvis,Ranee Scouller,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,7,Austin,Stitcher,astitcher6@behance.net,Female,junior software engineer,8
19,4,Data Analytics Panel: Industry Experts' Insights,Data-analytics,03-11-2023,12:54:00,07:31:00,jarvis,Brigid Neasham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,19,Heinrick,Orring,horringi@ning.com,Male,senior software engineer,10
87,11,Databases Seminar: NoSQL Fundamentals and Beyond,Databases,30-04-2024,12:13:00,04:52:00,groot,Elmer Beves,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,87,Babs,Lakin,blakin2e@gravatar.com,Female,tribe master,2
89,17,Data Science Masterclass: Practical Applications,Data-science,26-07-2023,14:59:00,00:46:00,jarvis,Ranee Scouller,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,89,Stanleigh,Brunt,sbrunt2g@arizona.edu,Male,intern,0
22,19,Databases Administration Training,Databases,23-05-2024,21:49:00,02:58:00,falcon,Rich Kees,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,22,Trula,Biggs,tbiggsl@theguardian.com,Female,junior software engineer,8
21,26,Databases Administration Training,Databases,27-12-2023,19:38:00,09:31:00,groot,Twyla Wreak,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,21,Thekla,Knibley,tknibleyk@whitehouse.gov,Non-binary,tribe master,6
9,28,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,25-04-2024,11:07:00,05:12:00,falcon,Marcus Steanyng,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,9,Darnell,Brinkman,dbrinkman8@dmoz.org,Male,consultant,4
4,25,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,20-04-2023,09:47:00,05:30:00,falcon,Rayna Gillingham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,4,Cindee,Haye,chaye3@sitemeter.com,Female,tribe master,6
82,8,Data Science Symposium: Innovations & Insights,Data-science,04-11-2023,10:07:00,09:14:00,falcon,Wilma Marde,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,82,Benyamin,Petrussi,bpetrussi29@examiner.com,Male,intern,1
63,9,Data Analytics for Business Professionals,Data-analytics,11-12-2023,17:56:00,00:07:00,oasis,Sheelagh Lecky,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,63,Cyndi,Blackie,cblackie1q@tumblr.com,Female,intern,6
14,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,14,Hersh,Eaddy,headdyd@earthlink.net,Male,tribe master,5
20,10,Data Analytics for Business Professionals,Data-analytics,16-12-2023,13:09:00,02:09:00,groot,Edin Rozzell,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,20,Augustina,Oddey,aoddeyj@clickbank.net,Polygender,senior software engineer,9
38,3,Data Analytics Hackathon,Data-analytics,16-01-2024,21:07:00,05:17:00,groot,Dal Ridler,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,38,Gabriellia,Emanuel,gemanuel11@go.com,Female,intern,3
80,30,Databases Roundtable Discussion,Databases,30-10-2023,17:37:00,09:22:00,aurum,Celia Vernham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,80,Arlen,Belward,abelward27@irs.gov,Female,junior software engineer,7
14,3,Data Analytics Hackathon,Data-analytics,16-01-2024,21:07:00,05:17:00,groot,Dal Ridler,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,14,Hersh,Eaddy,headdyd@earthlink.net,Male,tribe master,5
7,23,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,31-03-2024,18:53:00,05:39:00,aurum,Darb Chaster,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,7,Austin,Stitcher,astitcher6@behance.net,Female,junior software engineer,8
1,15,Data Science Symposium: Innovations & Insights,Data-science,28-11-2023,17:51:00,05:51:00,oasis,Bryce Worswick,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,1,Lolly,Grote,lgrote0@vkontakte.ru,Female,junior software engineer,1
18,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,18,Eduard,Laurand,elaurandh@mac.com,Male,intern,5
69,15,Data Science Symposium: Innovations & Insights,Data-science,28-11-2023,17:51:00,05:51:00,oasis,Bryce Worswick,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,69,Hedy,Skews,hskews1w@list-manage.com,Female,junior software engineer,6
5,4,Data Analytics Panel: Industry Experts' Insights,Data-analytics,03-11-2023,12:54:00,07:31:00,jarvis,Brigid Neasham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,5,Gilly,de Cullip,gdecullip4@jimdo.com,Female,junior software engineer,9
38,23,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,31-03-2024,18:53:00,05:39:00,aurum,Darb Chaster,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,38,Gabriellia,Emanuel,gemanuel11@go.com,Female,intern,3
30,24,Full Stack Tech Talks: Cutting-Edge Technologies,Full-stack,29-05-2024,18:19:00,09:21:00,jarvis,Sheba Verrechia,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,30,Pete,Townby,ptownbyt@plala.or.jp,Male,consultant,8
21,20,Full Stack Development Bootcamp,Full-stack,15-07-2023,12:40:00,00:01:00,aurum,Bentlee Heinsius,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,21,Thekla,Knibley,tknibleyk@whitehouse.gov,Non-binary,tribe master,6
65,10,Data Analytics for Business Professionals,Data-analytics,16-12-2023,13:09:00,02:09:00,groot,Edin Rozzell,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,65,Carlina,Jendrach,cjendrach1s@mozilla.com,Female,consultant,9
45,19,Databases Administration Training,Databases,23-05-2024,21:49:00,02:58:00,falcon,Rich Kees,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,45,Eadmund,Dewett,edewett18@wordpress.com,Male,senior software engineer,10
84,19,Databases Administration Training,Databases,23-05-2024,21:49:00,02:58:00,falcon,Rich Kees,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,84,Ange,Gaitley,agaitley2b@nationalgeographic.com,Male,tribe master,2
71,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,71,Lynnette,Spini,lspini1y@hugedomains.com,Female,senior software engineer,10
59,7,Data Science Symposium: Innovations & Insights,Data-science,08-04-2023,15:14:00,01:58:00,tardis,Cacilia Castagnet,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,59,Carling,Chantillon,cchantillon1m@go.com,Male,junior software engineer,5
65,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,65,Carlina,Jendrach,cjendrach1s@mozilla.com,Female,consultant,9
7,30,Databases Roundtable Discussion,Databases,30-10-2023,17:37:00,09:22:00,aurum,Celia Vernham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,7,Austin,Stitcher,astitcher6@behance.net,Female,junior software engineer,8
78,15,Data Science Symposium: Innovations & Insights,Data-science,28-11-2023,17:51:00,05:51:00,oasis,Bryce Worswick,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,78,Merry,Caress,mcaress25@engadget.com,Male,consultant,4
95,17,Data Science Masterclass: Practical Applications,Data-science,26-07-2023,14:59:00,00:46:00,jarvis,Ranee Scouller,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,95,Lancelot,Ashworth,lashworth2m@ucoz.com,Male,junior software engineer,4
38,16,Data Analytics Panel: Industry Experts' Insights,Data-analytics,26-04-2023,21:34:00,03:08:00,aurum,Roseline Jearum,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,38,Gabriellia,Emanuel,gemanuel11@go.com,Female,intern,3
82,18,Full Stack Showcase: Projects and Portfolios,Full-stack,10-05-2024,13:22:00,04:12:00,jarvis,Cully Papis,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,82,Benyamin,Petrussi,bpetrussi29@examiner.com,Male,intern,1
34,22,Full Stack Development Bootcamp,Full-stack,27-09-2023,09:15:00,08:45:00,oasis,Barty Cookney,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,34,Godfree,Shelton,gsheltonx@google.ca,Genderfluid,senior software engineer,1
17,18,Full Stack Showcase: Projects and Portfolios,Full-stack,10-05-2024,13:22:00,04:12:00,jarvis,Cully Papis,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,17,Jammal,Scrivens,jscrivensg@examiner.com,Male,tribe master,1
94,20,Full Stack Development Bootcamp,Full-stack,15-07-2023,12:40:00,00:01:00,aurum,Bentlee Heinsius,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,94,Beverie,Ruprechter,bruprechter2l@cnbc.com,Non-binary,junior software engineer,5
49,21,Databases Roundtable Discussion,Databases,28-09-2023,21:07:00,08:16:00,jarvis,Celestine Lethem,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,49,Phip,Stapford,pstapford1c@nytimes.com,Male,junior software engineer,2
97,30,Databases Roundtable Discussion,Databases,30-10-2023,17:37:00,09:22:00,aurum,Celia Vernham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,97,Cecily,Chitham,cchitham2o@netlog.com,Female,senior software engineer,1
33,27,Data Analytics Seminar: Data Visualization Techniques,Data-analytics,09-04-2023,13:07:00,08:32:00,oasis,Babette Schubert,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,33,Gunter,Wetter,gwetterw@shareasale.com,Male,consultant,7
74,23,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,31-03-2024,18:53:00,05:39:00,aurum,Darb Chaster,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,74,Stevy,Daud,sdaud21@sohu.com,Male,consultant,7
84,24,Full Stack Tech Talks: Cutting-Edge Technologies,Full-stack,29-05-2024,18:19:00,09:21:00,jarvis,Sheba Verrechia,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,84,Ange,Gaitley,agaitley2b@nationalgeographic.com,Male,tribe master,2
63,14,Data Science Career Fair,Data-science,24-05-2024,12:56:00,00:14:00,aurum,Juliane De Hailes,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,63,Cyndi,Blackie,cblackie1q@tumblr.com,Female,intern,6
16,18,Full Stack Showcase: Projects and Portfolios,Full-stack,10-05-2024,13:22:00,04:12:00,jarvis,Cully Papis,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,16,Merline,Sirman,msirmanf@blogger.com,Female,intern,7
33,17,Data Science Masterclass: Practical Applications,Data-science,26-07-2023,14:59:00,00:46:00,jarvis,Ranee Scouller,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,33,Gunter,Wetter,gwetterw@shareasale.com,Male,consultant,7
22,27,Data Analytics Seminar: Data Visualization Techniques,Data-analytics,09-04-2023,13:07:00,08:32:00,oasis,Babette Schubert,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,22,Trula,Biggs,tbiggsl@theguardian.com,Female,junior software engineer,8
6,4,Data Analytics Panel: Industry Experts' Insights,Data-analytics,03-11-2023,12:54:00,07:31:00,jarvis,Brigid Neasham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,6,Rockwell,Whyffen,rwhyffen5@tmall.com,Male,junior software engineer,4
2,14,Data Science Career Fair,Data-science,24-05-2024,12:56:00,00:14:00,aurum,Juliane De Hailes,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,2,Vallie,Kittredge,vkittredge1@ucoz.com,Female,tribe master,9
85,21,Databases Roundtable Discussion,Databases,28-09-2023,21:07:00,08:16:00,jarvis,Celestine Lethem,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,85,Virgie,Elwell,velwell2c@deviantart.com,Genderfluid,tribe master,4
8,19,Databases Administration Training,Databases,23-05-2024,21:49:00,02:58:00,falcon,Rich Kees,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,8,Olympie,Lyman,olyman7@prnewswire.com,Female,tribe master,2
81,28,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,25-04-2024,11:07:00,05:12:00,falcon,Marcus Steanyng,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,81,Fernandina,Golley,fgolley28@naver.com,Female,junior software engineer,6
3,20,Full Stack Development Bootcamp,Full-stack,15-07-2023,12:40:00,00:01:00,aurum,Bentlee Heinsius,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,3,Peder,Skahill,pskahill2@mozilla.org,Male,intern,1
93,14,Data Science Career Fair,Data-science,24-05-2024,12:56:00,00:14:00,aurum,Juliane De Hailes,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,93,Cristine,Windham,cwindham2k@blinklist.com,Female,tribe master,6
92,21,Databases Roundtable Discussion,Databases,28-09-2023,21:07:00,08:16:00,jarvis,Celestine Lethem,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,92,Aurelie,Jarman,ajarman2j@nsw.gov.au,Non-binary,intern,1
36,7,Data Science Symposium: Innovations & Insights,Data-science,08-04-2023,15:14:00,01:58:00,tardis,Cacilia Castagnet,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,36,Erny,Divver,edivverz@vimeo.com,Male,consultant,1
27,14,Data Science Career Fair,Data-science,24-05-2024,12:56:00,00:14:00,aurum,Juliane De Hailes,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,27,Angie,Toffalo,atoffaloq@ehow.com,Female,tribe master,2
41,9,Data Analytics for Business Professionals,Data-analytics,11-12-2023,17:56:00,00:07:00,oasis,Sheelagh Lecky,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,41,Audi,Lingner,alingner14@arizona.edu,Female,tribe master,5
14,21,Databases Roundtable Discussion,Databases,28-09-2023,21:07:00,08:16:00,jarvis,Celestine Lethem,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,14,Hersh,Eaddy,headdyd@earthlink.net,Male,tribe master,5
92,6,Databases Administration Training,Databases,11-10-2023,20:33:00,01:40:00,falcon,Amalle Della,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,92,Aurelie,Jarman,ajarman2j@nsw.gov.au,Non-binary,intern,1
34,13,Data Engineering Bootcamp: Hands-On Training,Data-engineering,18-10-2023,20:20:00,09:04:00,jarvis,Konstanze Kinghorne,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,34,Godfree,Shelton,gsheltonx@google.ca,Genderfluid,senior software engineer,1
22,14,Data Science Career Fair,Data-science,24-05-2024,12:56:00,00:14:00,aurum,Juliane De Hailes,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,22,Trula,Biggs,tbiggsl@theguardian.com,Female,junior software engineer,8
11,2,Full Stack Hackathon: Building Next-Gen Apps,Full-stack,03-10-2023,20:42:00,03:35:00,aurum,Aurelia Djurkovic,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,11,Chick,Wike,cwikea@hc360.com,Male,tribe master,10
89,6,Databases Administration Training,Databases,11-10-2023,20:33:00,01:40:00,falcon,Amalle Della,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,89,Stanleigh,Brunt,sbrunt2g@arizona.edu,Male,intern,0
63,20,Full Stack Development Bootcamp,Full-stack,15-07-2023,12:40:00,00:01:00,aurum,Bentlee Heinsius,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,63,Cyndi,Blackie,cblackie1q@tumblr.com,Female,intern,6
88,10,Data Analytics for Business Professionals,Data-analytics,16-12-2023,13:09:00,02:09:00,groot,Edin Rozzell,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,88,Marcellina,Ashmore,mashmore2f@bizjournals.com,Female,junior software engineer,10
47,18,Full Stack Showcase: Projects and Portfolios,Full-stack,10-05-2024,13:22:00,04:12:00,jarvis,Cully Papis,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,47,Perice,Whipp,pwhipp1a@redcross.org,Male,senior software engineer,9
83,15,Data Science Symposium: Innovations & Insights,Data-science,28-11-2023,17:51:00,05:51:00,oasis,Bryce Worswick,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,83,Cassie,Burgoine,cburgoine2a@com.com,Agender,tribe master,2
91,12,Data Analytics Workshop Series,Data-analytics,30-12-2023,10:01:00,09:13:00,falcon,Malina Wormstone,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,91,Ilyssa,Baldam,ibaldam2i@ucoz.com,Female,junior software engineer,3
61,4,Data Analytics Panel: Industry Experts' Insights,Data-analytics,03-11-2023,12:54:00,07:31:00,jarvis,Brigid Neasham,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,61,Karlotta,Hacker,khacker1o@wikimedia.org,Female,consultant,4
5,5,Data Engineering Workshop: Cloud Data Solutions,Data-engineering,25-09-2023,10:15:00,07:32:00,jarvis,Tandie Yaknov,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,5,Gilly,de Cullip,gdecullip4@jimdo.com,Female,junior software engineer,9
10,7,Data Science Symposium: Innovations & Insights,Data-science,08-04-2023,15:14:00,01:58:00,tardis,Cacilia Castagnet,50,0,https://drive.google.com/file/d/16FgMGtttyemBPRHLl1JLkwh6P2WBgOSw/view?usp=sharing,description,10,Joelle,Miall,jmiall9@berkeley.edu,Female,senior software engineer,4
